coffeeshop_name,coffeeshop_url,rating,title,content,ReviewType
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,The waiters are Perfect,Everything was great especially waiters one guy he is name Elnur served us he was very nice i loved this loung,positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Excellent lounge,"I visited the tea lounge tonight....it was perfect for me...excellent atmosphere...pleasant stay there...nice staff...especially ""Rohallaha"" he was very friendly",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Really Nice experience,"We were here for the high tea experience included in the moment of Marriott Bonvoy. It was a fabulous experience, friendly and helpful staff, delicious snacks and tea. They even packed up some snacks for us to enjoy in our room. The staff in general truly care about you, and you feel you are very welcomed. The experience itself is a very local one, and they offer you every traditional snacks that you can think of. I tried some local tea houses before this, and I think it would also be an authentic local experience if you just stay in the hotel and try the lounge tea.  You can ask them to change the tea cups to the local ones if you wish.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Lovely cups of tea and chocolate,Spent a lot of time relaxing in the tea lounge after walking miles. Lovely cups of tea and hot chocolate were all we needed to boost our energy levels! All the staff were friendly and chatted to us but Boyoue went out of his way to spoil us.,positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Exceptionally relaxing atmosphere with 10 star service,"I thoroughly enjoy relaxing after a long day at the Tea Lounge. Khatai Ahmadov and his staff are top notch and provide unbelievable service. The most impressionable part for me other than the amazing delights they have on offer as well as the incredible array of teas, is the fact that they all greet you by name. This small gesture is truly what sets the lounge apart from any other hotel lounge. Truly top class staff!!",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,The best staff with the best atmosphere,"I come here very often because of the team and the great atmosphere. 
Love the coffee here I would say it's one the best in town. Special thanks for Rufat, Zaur and Khatai who are always there to help you with everything. To add more food also is delicious which is delivered from Zest Lifestyle cafe.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,"""Great service for a great guy!""",I wish I was treated with such a high level of courtesy as our waiter Rufat demonstrates. The outstanding guy with a very positive attitude to his job!,positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Excellent service,"Super clean, luxury, quite and super friendly staff. The staff was incredible,super helpful,kind,very nice and super welcoming. I will give to gentle waiter Rufat 100 points out of 100!",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Gentle Waiter,"I was there just yesterday and our table was taken care of by a gentle man called by name, if not mistake, Rufat, he was very friendly and explained the benefits of each teas he brought to us.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,The have good stuff,I was very interested in this lounge and haji give me good service and he was very good person and the place is very clean and relaxed,positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Comfortable venue - good food & service,"I wanted something lighter to eat but without compromising on quality. The Tea Lounge delivered on this brilliantly!  Great food and Haji who served me was very knowledgeable and friendly.
Will definitely visit again",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,The tea lounge,Exelent servise.very friendly.high quality.i go every day for coffee ore tea and im very happy with the quality,positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Tea Lounge is Beautiful!,"I am staying at the hotel JW Marriott Absheron which houses The Tea Lounge. Here, Haji is one of the best members of the staff I've ever encountered. He was kind, polite, attentive and very friendly. I am here for several weeks and look forward to seeing Haji and the rest of The Tea Lounge staff who make my day so much better.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,+++++++,"Staff is very friendly and professional.              
The Lounge has good athmospehere.            
Big variethy of drinks, sweets and sandwithes.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Great Lunch at The Tea Lounge,Enjoyed a great hamburger and fries at the Tea Lounge in the JW Marriott Absheron Baku.  Service was very good as was the food.,positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Excellent place,"Best place where u can taste different tea and delicious desserts with your friend, it makes me feel at home with his professional staff, thanks a lot for excellent service.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Amazing...,"Wide selection of tea and very tasty desserts. The atmosphere is very good and lounge is luxurious. Meanwhile, price is very reasonable. Waiters are well trained and doesnt bother you unless you call them.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,3,"Nice environs, pretty dessert",Stopped here for some desserts. There is a good selection of cakes and teas. It was a relaxing experience.,positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Great and helpful staff,"Elegant tea lounge I will say maybe number one in the center of Baku! you can enjoy your day with your friends drinking  tasty tea with delicious cookies. Elegant atmosphere. Staff very friendly, helpful and energetic :-)",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Just As You'd Imagined It Could Be,The Tea Lounge is a wonderful respite. Staff members can introduce you to new teas or expertly prepare your favorites. There are delicious sweets and a menu if you'd like something more substantial to eat.,positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,4,Relaxation with Tea,"Staff is well trained and helpful.
A good choice of tea and coffee.
Comfortable atmosphere.
Working 24 hours.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,4,Good tea shop and relaxed environment,". We visite it after the business dinner. It's tasty teas, coffee, relaxed atmosphere. The staff is very firendly and helpful. Recommend to rty pastry - very delicious.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Elegant and entertaining!,"Impressive tea station in the centre where you can watch the staff preparing the (very tasty) tea, luxurious but relaxed ambience (I liked the large candles in nice silver stands), beautiful and elegant green tones, from marble over chairs to the carpets... Very comfortable sofas (were sitting in a booth at the wall made of wood and shiny metal). Absolutely worth going!",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,"Fabulous ambiance with wonderful tea, after dinner drinks & desserts!","We stopped into the Tea Lounge one evening after dinner and a stroll on the boulevard. It was the perfect end to an evening. The ambiance is relaxed, elegant, and simply a wonderful place to meet with friends. It would also be nice during the day and would love to return for an afternnoon tea. The menu had something for everyone...teas, coffee, after dinner drinks, and great desserts that we shared. You must try the bubble tea! It was a fun addition to our evening. It makes you smile and we all left the Tea lounge happy, relaxed and with a smile on our face.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Wonderful!,"The tea and cocktail selection is incredible and the pastry is delicious. Very nice décor, with comfortable lounge chairs creating cozy oases. I like the leaf motif repeating throughout, from the lit glass partitions to the china. Great experience!",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Elegant tea lounge,"Having stayed at the hotel before I was delighted to find the new incarnation of the tea lounge. A beautiful, elegant and luxurious space with fantastic theatrical tea service.  Beautiful patisserie and cocktails too.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Beautiful experience,"This was one of the best moments for us in Baku. We did visit couple of similar places but this one is the best. Lovely designed, providing beautiful ""tea theatre"" ambiance. We enjoyed the design details as well as the tea. Just watch preparation of the tea is great experience we will keep in our memories for sure. Recommended!",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Just a super,"Ive been in The tea Lounge. Just wanna say great work for staff service. great team. 
Menu is very large. you can choose different sort of tea, coffee coctails and etc. 
Prices is so good not expensive. Also this lounge situated is the centre of Baku. Near the sea",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,It's fine.,"Good food, great service, cozy atmosphere.
You can drink wine, eat salad, everything is good and delicious.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,We would like to thank Ms. Aynur for her service.,"Personal mohteshem. They are very smiling and kind, the service is ideal. I would like to thank Ms. Aynur.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,Maximum service,"Excellent service from Leyla and Zaur and food and caviar of the best quality, the wonderful hotel! We were more than guests, the very spacious rooms, the food and the perfect location, totally delighting us.",positive
The Tea Lounge,https://www.tripadvisor.com/Restaurant_Review-g293934-d8297898-Reviews-The_Tea_Lounge-Baku_Absheron_Region.html,5,"A very fun meeting and with the best attention from the staff, especially Leyla, Zaur. Very good experience","We are a group of friends who spent an extraordinary night at the J W Marriott.
We had dinner, laughed and had fun, all thanks to the good atmosphere of the group and the good attention of the hotel staff.",positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,Delicious Dinner 😋,"I had the pleasure of dining at Bahar Cafe and was thoroughly impressed. I ordered the Caesar salad and paired it with Meysari wine – both were absolutely delightful. The salad was fresh and flavorful, and the wine complemented it perfectly. The service was outstanding; the staff was incredibly kind and attentive, making me feel welcome throughout my visit. The cafe's interior is warm and cozy, creating a perfect ambiance for a relaxing meal. Highly recommend Bahar Cafe for anyone looking for excellent food, great service, and a charming atmosphere",positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,Bahar cafe,"Beautiful place! With friends, it's always fun👍 the atmosphere is different, the kitchen is super, the employees are the best. The view of the city is beautiful. The air is cool even in the most
Heat. Vosal's manager is a pro, a cultural waiter. The kitchen is changing. The kids are fine, too. The music is cool, there's a lot of DJing.",positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,Perfect place,"Great spot for dinner, everything tastes great, strongly recommend spicy mango margarita! Great breakfast spot too, impeccable view to the city, especially in the mornings.",positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,I like everything.,"The most favorite cafe in Baku. Great atmosphere, food, team, location, interior and generally, all to your liking. You rest, you relax. Thank you all for such a great idea.",positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,4,Girlfriend Sit-downs,A wonderful place to relax with friends. I have visited this establishment on several occasions and have always been pleasantly surprised by the compliments from the establishment. Special thanks to the staff and management of the establishment.,positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,ideal location,cox cozy spot qiymetos convenient meals choppy choppy yuksek musiqies urek oxsayan every shey native place apologies to everyone,negative
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,"cox seliquid clean, cozy space","cox guleruz staff was a valet-worthy restaurant with yuksek gehmet and delicious food

all the chopsticks and savory dishes they serve",positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,Excellent cafe with city views,"We stopped by for dinner with the family, were pleasantly pleased with the peaceful environment, choice of dishes and salads, as well as the high quality and courtesy of the service.",positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,Cozy place in Yasamal,"Loved the place: cozy, with great views and wonderful service. We took some salads and trout. Everything liked)))",positive
Bahar Cafe,https://www.tripadvisor.com/Restaurant_Review-g293934-d27955004-Reviews-Bahar_Cafe-Baku_Absheron_Region.html,5,I'm thrilled 😇,"Wonderful service! 
Very friendly staff, responsive waiters and very delicious food! 😍 Incredible terrace 🥰
I strongly advise everyone to visit Bahar Cafe!❤️‍🔥",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,4,Coffee and Study,"It is a comfortable place, I really prefer being there in the morning when it's quiet and most people there are studying or working. But most of the time it's crowded and pretty loud. I drank there only Americano, which was good one time but other time it was a bit disappointing. So in generally not bad, the service and staff are very friendly and helpful. They speak in Russian and English, so I was satisfied with that.",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,4,Nice Starbucks,"Confortable place to drink a coffee and eat something.
You can relaz a little, use the internet, etc.
Moreover it's practical because you can use your credit card without problems.",negative
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,4,Shopping stop,This Starbucks has friendly service with a cozy seating on the middle of the mall. Good place for a break from shopping.,positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,5,Always good,"I went there to get some carrot cake. I love it and always have it, especially during this Holiday season.
The coffee shop is nicely decorated and stuff are helpful.
Of course they got my name wrong! But that was expected :)",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,5,Awesome hotel,"OK that hotel is best hotel in the world for me and this is extremely awesome, for me but you will like it too.",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,5,The best Americano,"Of the places I tried in Baku in 8 days, the venue provided me with the best Americano. If it was not in a mall, I would have had my coffee from here everyday.",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,1,Just a coffee will cost you more than a lunch,People are able to pend their money as they see fit - it is incredible Starbucks is able to charge charge 4 - 8 manat for a coffee - when you can have a complete lunch at most Mom and pop places in Baku for less - it’s really crazy people will spend this for bad coffee and bad pastries - it’s an image thing not quality,neutral
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,5,Just an average starbucks like in million places,I didn't  enjoy latte but they serve mango passion fruit smoothie which was super tasty and cool in a hot Baku day. Would recommedn if you are in 28 mall since other coffee shops are not available in that area.,positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,1,Awful experience,"Me and my husband ordered 2 desserts 1 oreo cheesecake and 1 chocolate cake, both were so old that we couldn't eat them.",neutral
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,5,Good refreshment stop when sightseeing,"this is well-located just near the entrance to the old town. Good coffee and pastry for breakfast before starting a walking tour of the city. Very nice environment inside, with good air conditioning, and a nice terrace for people watching during the cooler part of the day. Good fast wi-fi and friendly staff.",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,4,as usual,"there is a sturbucks at 28 mall which is suitable to spend time with your friends
the prices are moderate and the location is good , it is not big enough",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,5,The best coffee ☕ i have ever tasted,"It was awesome. Nice place, the best coffe and cakes. Free wifi. Friendly staff. I enjoyed alot, and i will go there as much as i can",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,3,Golden Card doesn't work,"i'm the Golden Members of the Starbuck coffee shops from 2013, have the special card.
Unfortunately the card  doesn't work in Baku starbuck...",neutral
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,3,Same old same old,"The normal sloth service and laptop toting geek clientele. I'm getting more and more disappointed with ""slowbucks"" as it's to corporate, it's lost its edge.",neutral
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,3,great expectations,"People been waiting for Starbucks to open here in Baku with a great excitement which I would never understand, it is just a coffee shop with an average quality and service. 
Have to note that the take away caps are always half filled..",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,3,Just an average starbucks...,"...which is a shame, because the location is very nice and the pricing reasonable. However, the way the food is presented looks like, there will be nothing left latest tomorrow. Furthermore the coffee is not that good. There are better options available...",positive
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,1,Worst starbucks I have ever visited.,No products available. Very poor. Very disappointing and feel sorry for Starbucks as a brand. There are other coffee shops nearby that are better. Gloria Jeans and Pauls cafe.,negative
Starbucks 28 mall,https://www.tripadvisor.com/Restaurant_Review-g293934-d10158399-Reviews-Starbucks_28_mall-Baku_Absheron_Region.html,3,Not that good!,"Here in Baku Starbucks had been waiting with great excitement. But it could not please people except its very good designed tables and plugs.  Coffee beans and receipes are not that good. Overall, it is just a cafe. Nothing special sorry",positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,🌟Peace of mind  during your vacation🌟,"Very quiet coffee shop in the streets of Baku old city...Despite being a busy place; it is full of soft music and silence. They serve perfect quality of cake and coffee, where only one person named Ramin prepare and serve orders for the whole place quietly, professionally and with no noise at all ✅

🌟This is the place where you can switch off the noise and quiet your mind🌟",positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Great Coffee!!,"A great coffee shop nestled in the heart of Baku old town.  Book and Coffee served truly excellent coffee and have a really good selection of cakes to choose from.

A very 'slick' and sophisticated coffee shop with nice furniture and very clean and toilets with contemporary fittings.  

Also worth a mention are the excellent 'tunes' playing too (background levels).  Always nice to relax with a good coffee and some decent tunes!",positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Chill and unwind from the hustle of Baku,"A chilled and relaxed coffee place that’s a welcome stop from the hustle and bustle of Baku. 

The small cute place is tucked away next to the Maiden Tower and close to the boulevard. 

It has a lot to offer in terms of hot and cold drinks, and cakes. The comfortable seating and the nice ambiance allows one to unwind and enjoy your coffee and gather one’s thoughts. Definitely one of Baku’s nice little eateries.",positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,One of the best Raf Coffee’s I’ve ever tasted,"It’s cozy and quiet in here. Right at the beginning of the Old City Icherisheher, if you entering near the Qiz Qalasi Maiden Tower.

Пока заходил лишь раз, но обязательно вернусь — кофе тут прекрасный. Цена в 7 манат за Раф Кофе большого объёма показалась оправданной, учитывая место и вкус напитка. Рекомендую.",neutral
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,1,Poor performance,The staff is very poor. Mean and not able to communicate with clients.  Before entering the cafe I double checked if there will be any loud music as I was there for work purposes.  The guys told me that it's quiet and I can sit. Later on they were joking and even screaming loudly themselves which disrupted my work. Moreover turned the volume on which didn't make my performance as it had to be. Poor service.,negative
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Quaint and warm coffee shop,What a quaint little coffee shop serving deliciously warm coffee and desserts. Don’t forget to order the San Sebastian cheesecake. I would definitely go back for more of that. Service was friendly and great too!!,positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,3,Average cafe,"The location is great, have small outdoor area,the coffee and sweets are average , I don’t like the staff , they are not welcoming and rude",neutral
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Just came here to chill and sit in a calm place.,"Very good.place , specially barista Hadzhi was to good at his job. Thanks ,we advise it to you. Everyday trying to visit this place.",positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Best Cafe in Old City ❤,I love this place for cups of coffee or tea and great atmosphere any time of the day or for a glass of wine after work. Lovely ambience and people. Don't miss it!,positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,"Beautiful, quietly and good coffee",Beautiful little coffee café. Good Flat White and Tiramisu and very cosy and quietly. Great place to get some work done during a hot afternoon in Baku.,positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Cozy coffe shop in old city,I have visited severa coffe shops in Baku. But this one is more unique and lovely.  You can have great view to the old city and maiden tower while enjoying your brew,positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Coffee place to visit at Baku,"Great and quiet place with good coffee taste
and good music vipes  
The utilites are modern and it's located in the old city with excellent view",positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Lovely break from walking,Lovely little cafe in the middle of the old town ! Staff were very friendly and the coffee was lovely . Very relaxed atmosphere would recommend,positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,Interesting and cozy place,"Atmospheric place. Vintage drawings on the walls are complemented by interesting details. Very delicious coffee, especially cappuccino with coconut milk.",positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,4,BEST coffee cafe,"It is a very cute cafe in the inner city, next to the Maiden's Palace. We are satisfied with the service! You suddenly didn't like Fruit Cheesecake.",positive
Book and Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d23991601-Reviews-Book_and_Coffee-Baku_Absheron_Region.html,5,The best coffee,"I liked it here. Excellent service, cozy atmosphere. cappuccino 4+. The view of the city from the window inspires creativity.",positive
Cloud Coffee Bar,https://www.tripadvisor.com/Restaurant_Review-g293934-d28128229-Reviews-Cloud_Coffee_Bar-Baku_Absheron_Region.html,5,coffee and shisha!,dessert and coffe was very good! cherry on top is shisha! and we could watch football game with friends! coffee and shisha in the same time!,positive
Cloud Coffee Bar,https://www.tripadvisor.com/Restaurant_Review-g293934-d28128229-Reviews-Cloud_Coffee_Bar-Baku_Absheron_Region.html,5,Best coffe bar in the city,"Wonderful place for having a drink, trying different low carb sweets or just having fun with friends. I tried the best blue matcha in the Baku here. The place offers also shisha.",positive
Cloud Coffee Bar,https://www.tripadvisor.com/Restaurant_Review-g293934-d28128229-Reviews-Cloud_Coffee_Bar-Baku_Absheron_Region.html,5,Top place in the city center.,Top place and top location. Right in the city centre. Also top shisha.  Very close to all the main hotels and seaside. 👍👍👍,positive
Cloud Coffee Bar,https://www.tripadvisor.com/Restaurant_Review-g293934-d28128229-Reviews-Cloud_Coffee_Bar-Baku_Absheron_Region.html,5,"Comfortable location, right in the middle. The cafe is also open 24 hours a day. Walking around Buck at night, pleasantly surprised.","Very pleasant environment, staff friendly and promptly serviced. Nice detail - very quickly bring hookah, even faster than coffee))",positive
Cloud Coffee Bar,https://www.tripadvisor.com/Restaurant_Review-g293934-d28128229-Reviews-Cloud_Coffee_Bar-Baku_Absheron_Region.html,5,Excellent,"The go-to favorite spot🔥
Desserts, sandwiches, and mostly hot drinks are cox dads 🙂 🙂❤️ 
Book oxuyub oasis and bas-bas da zovq almaq fly mutleq must get 🙂",positive
United Coffee Beans,https://www.tripadvisor.com/Restaurant_Review-g293934-d13374176-Reviews-United_Coffee_Beans-Baku_Absheron_Region.html,5,European-style coffee house in Baku,"A coffee house in the center of Baku with a wide range of international coffee drinks, including cold options. They also offer a selection of European desserts like brownies and cheesecakes. Somewhat on the expensive side. 
Indoor seating in a typical fashionable coffee house style.",negative
United Coffee Beans,https://www.tripadvisor.com/Restaurant_Review-g293934-d13374176-Reviews-United_Coffee_Beans-Baku_Absheron_Region.html,5,It was fabulous and amazing,"The best cozy place to hangout and to work. Coffee standards are so good, prices are very reasonable.
Staff is super friendly and working extremely hard to make you comfortable.
The menu has lot of options and it’s one of the best in taste.",positive
United Coffee Beans,https://www.tripadvisor.com/Restaurant_Review-g293934-d13374176-Reviews-United_Coffee_Beans-Baku_Absheron_Region.html,5,One of my favorite places to sit and relax,"I love coffee and I love a place where I can have coffee with good music and minimal interruptions. And I found the perfect combination of that at United Coffee Beans. I have a fan of coffee brewed using a Hario V-60, and they had multiple options for that. I indulged in some pancakes as well as desserts and everything was top notch. Its a beautiful venue to sit and people watch. Though it tends to get a wee crowded on weekends.",positive
United Coffee Beans,https://www.tripadvisor.com/Restaurant_Review-g293934-d13374176-Reviews-United_Coffee_Beans-Baku_Absheron_Region.html,1,Coffee was really terrible..,"I had a take away cappuccino a few days ago it was really good. 
I went back on Monday  it  wasn’t as good. 
So I  decided to go  for another coffee yesterday,  it was absolutely awful, no coffee just hot water and cold milk. I think they didn’t use fresh coffee, just read used an old one..",neutral
